CHAVE,COD_AFIRMACAO,AFIRMACAO,ARQUETIPO,QTD_ESTRELAS,VALOR_ESCALA,PESO,PONTOS_OBTIDOS,PONTOS_MAXIMOS,PERCETUAL
Cuidativo1Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Cuidativo,1,25.0,2.0,50.0,50.0,1.0
Consultivo1Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Consultivo,1,3.125,2.0,6.25,200.0,0.03125
Prescritivo1Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Formador,1,6.25,2.0,12.5,50.0,0.25
Imperativo2Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Resoluto,2,12.5,1.5,18.75,100.0,0.1875
Cuidativo2Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Cuidativo,2,25.0,1.5,37.5,50.0,0.75
Consultivo2Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Consultivo,2,3.125,1.5,4.6875,200.0,0.0234375
Prescritivo2Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Formador,2,6.25,1.5,9.375,50.0,0.1875
Imperativo3Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Resoluto,3,12.5,1.0,12.5,100.0,0.125
Cuidativo3Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Cuidativo,3,25.0,1.0,25.0,50.0,0.5
Consultivo3Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Consultivo,3,3.125,1.0,3.125,200.0,0.015625
Prescritivo3Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Formador,3,6.25,1.0,6.25,50.0,0.125
Imperativo4Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Cuidativo,4,12.5,1.0,12.5,50.0,0.25
Consultivo4Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Consultivo,4,100.0,1.0,100.0,200.0,0.5
Prescritivo4Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Cuidativo,5,12.5,1.5,18.75,50.0,0.375
Consultivo5Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Consultivo,5,100.0,1.5,150.0,200.0,0.75
Prescritivo5Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Cuidativo,6,12.5,2.0,25.0,50.0,0.5
Consultivo6Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Consultivo,6,100.0,2.0,200.0,200.0,1.0
Prescritivo6Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q06,Q06,06. Meu líder permite que cada integrante da sua equipe realize o trabalho da maneira que preferirem.,Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Resoluto,1,25.0,2.0,50.0,100.0,0.5
Cuidativo1Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Cuidativo,1,6.25,2.0,12.5,50.0,0.25
Consultivo1Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Consultivo,1,3.125,2.0,6.25,200.0,0.03125
Prescritivo1Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Formador,1,12.5,2.0,25.0,25.0,1.0
Imperativo2Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Resoluto,2,25.0,1.5,37.5,100.0,0.375
Cuidativo2Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Cuidativo,2,6.25,1.5,9.375,50.0,0.1875
Consultivo2Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Consultivo,2,3.125,1.5,4.6875,200.0,0.0234375
Prescritivo2Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Formador,2,12.5,1.5,18.75,25.0,0.75
Imperativo3Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Resoluto,3,25.0,1.0,25.0,100.0,0.25
Cuidativo3Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Cuidativo,3,6.25,1.0,6.25,50.0,0.125
Consultivo3Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Consultivo,3,3.125,1.0,3.125,200.0,0.015625
Prescritivo3Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Formador,3,12.5,1.0,12.5,25.0,0.5
Imperativo4Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Resoluto,4,50.0,1.0,50.0,100.0,0.5
Cuidativo4Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Cuidativo,4,25.0,1.0,25.0,50.0,0.5
Consultivo4Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Consultivo,4,100.0,1.0,100.0,200.0,0.5
Prescritivo4Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Formador,4,12.5,1.0,12.5,25.0,0.5
Imperativo5Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Resoluto,5,50.0,1.5,75.0,100.0,0.75
Cuidativo5Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Cuidativo,5,25.0,1.5,37.5,50.0,0.75
Consultivo5Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Consultivo,5,100.0,1.5,150.0,200.0,0.75
Prescritivo5Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Formador,5,12.5,1.5,18.75,25.0,0.75
Imperativo6Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Resoluto,6,50.0,2.0,100.0,100.0,1.0
Cuidativo6Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Consultivo,6,100.0,2.0,200.0,200.0,1.0
Prescritivo6Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q07,Q07,"07. Antes de decidir, meu líder busca a percepção dos integrantes de sua equipe e de outros profissionais.",Formador,6,12.5,2.0,25.0,25.0,1.0
Imperativo1Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Imperativo,1,3.125,2.0,6.25,6.25,1.0
Resoluto1Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Resoluto,1,12.5,2.0,25.0,200.0,0.125
Cuidativo1Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Cuidativo,1,25.0,2.0,50.0,50.0,1.0
Consultivo1Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Consultivo,1,100.0,2.0,200.0,200.0,1.0
Prescritivo1Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Prescritivo,1,6.25,2.0,12.5,12.5,1.0
Formador1Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Formador,1,50.0,2.0,100.0,100.0,1.0
Imperativo2Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Imperativo,2,3.125,1.5,4.6875,6.25,0.75
Resoluto2Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Resoluto,2,12.5,1.5,18.75,200.0,0.09375
Cuidativo2Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Cuidativo,2,25.0,1.5,37.5,50.0,0.75
Consultivo2Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Consultivo,2,100.0,1.5,150.0,200.0,0.75
Prescritivo2Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Prescritivo,2,6.25,1.5,9.375,12.5,0.75
Formador2Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Formador,2,50.0,1.5,75.0,100.0,0.75
Imperativo3Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Imperativo,3,3.125,1.0,3.125,6.25,0.5
Resoluto3Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Resoluto,3,12.5,1.0,12.5,200.0,0.0625
Cuidativo3Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Cuidativo,3,25.0,1.0,25.0,50.0,0.5
Consultivo3Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Consultivo,3,100.0,1.0,100.0,200.0,0.5
Prescritivo3Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Prescritivo,3,6.25,1.0,6.25,12.5,0.5
Formador3Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Formador,3,50.0,1.0,50.0,100.0,0.5
Imperativo4Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Imperativo,4,3.125,1.0,3.125,6.25,0.5
Resoluto4Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Cuidativo,4,12.5,1.0,12.5,50.0,0.25
Consultivo4Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Consultivo,4,25.0,1.0,25.0,200.0,0.125
Prescritivo4Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Prescritivo,4,6.25,1.0,6.25,12.5,0.5
Formador4Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Formador,4,50.0,1.0,50.0,100.0,0.5
Imperativo5Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Imperativo,5,3.125,1.5,4.6875,6.25,0.75
Resoluto5Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Cuidativo,5,12.5,1.5,18.75,50.0,0.375
Consultivo5Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Consultivo,5,25.0,1.5,37.5,200.0,0.1875
Prescritivo5Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Prescritivo,5,6.25,1.5,9.375,12.5,0.75
Formador5Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Formador,5,50.0,1.5,75.0,100.0,0.75
Imperativo6Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Imperativo,6,3.125,2.0,6.25,6.25,1.0
Resoluto6Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Cuidativo,6,12.5,2.0,25.0,50.0,0.5
Consultivo6Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Consultivo,6,25.0,2.0,50.0,200.0,0.25
Prescritivo6Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Prescritivo,6,6.25,2.0,12.5,12.5,1.0
Formador6Q08,Q08,08. Meu líder aponta a direção que acredita ser a melhor maneira de os integrantes da sua equipe realizarem seus trabalhos.,Formador,6,50.0,2.0,100.0,100.0,1.0
Imperativo1Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Resoluto,1,3.125,2.0,6.25,200.0,0.03125
Cuidativo1Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Cuidativo,1,6.25,2.0,12.5,100.0,0.125
Consultivo1Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Consultivo,1,12.5,2.0,25.0,50.0,0.5
Prescritivo1Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Prescritivo,1,25.0,2.0,50.0,50.0,1.0
Formador1Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Formador,1,50.0,2.0,100.0,100.0,1.0
Imperativo2Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Resoluto,2,3.125,1.5,4.6875,200.0,0.0234375
Cuidativo2Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Cuidativo,2,6.25,1.5,9.375,100.0,0.09375
Consultivo2Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Consultivo,2,12.5,1.5,18.75,50.0,0.375
Prescritivo2Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Prescritivo,2,25.0,1.5,37.5,50.0,0.75
Formador2Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Formador,2,50.0,1.5,75.0,100.0,0.75
Imperativo3Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q09,Q09,09. Meu líder procura atuar na solução de conflitos em sua equipe.,Resoluto,3,3.125,1.0,3.125,200.0,0.015625
